id,continent
18510,Antarctica
6845,Asia
52406,Asia
17060,Africa
48991,North America
15633,Antarctica
10118,Europe
50660,Antarctica
4890,North America
8773,Antarctica
51590,Asia
55475,Asia
29735,Antarctica
52467,Africa
7175,Asia
2570,Antarctica
19697,Antarctica
5656,Africa
14260,Antarctica
14198,Antarctica
8818,Antarctica
55410,Asia
57038,Africa
52311,Africa
21890,Antarctica
51955,Asia
18291,Antarctica
55812,Africa
52422,Asia
51354,Africa
49790,Antarctica
749,Antarctica
56116,Africa
45978,Asia
1120,Antarctica
29568,Antarctica
26576,Antarctica
49866,Antarctica
658,Antarctica
54335,Africa
54805,Antarctica
12570,Antarctica
1091,Antarctica
22518,Antarctica
11854,North America
24432,Antarctica
18661,Antarctica
27190,Antarctica
21262,Antarctica
49053,Africa
9222,Antarctica
50412,Antarctica
30665,Africa
10018,North America
39966,Africa
51619,Asia
3863,Antarctica
30749,North America
23207,Asia
26670,Antarctica
24974,Africa
55351,Antarctica
8729,Antarctica
53498,Africa
18842,North America
29248,Antarctica
21620,Antarctica
5539,Africa
4492,Antarctica
17963,Australia
51087,Africa
10272,Antarctica
7294,Asia
51696,Asia
11884,Europe
18770,Antarctica
14475,Antarctica
10970,Antarctica
19823,Antarctica
57339,South America
29140,Antarctica
21035,Antarctica
19971,Antarctica
28379,Antarctica
5204,Australia
48527,Antarctica
5111,Asia
54120,Africa
8098,Antarctica
12234,North America
11736,Africa
21544,Antarctica
29499,Antarctica
13226,Antarctica
17845,Africa
19066,Antarctica
22024,Antarctica
15957,Antarctica
56339,Asia
2696,Antarctica
39869,Africa
6600,Africa
26155,Antarctica
11894,North America
277,Africa
55732,Africa
30539,Asia
2084,Antarctica
53982,Africa
16525,Antarctica
24110,North America
2457,Antarctica
48242,Antarctica
30575,Antarctica
39747,Africa
20177,Antarctica
11379,Antarctica
33170,Africa
15280,Antarctica
1311,Antarctica
12664,Antarctica
55424,Asia
55172,Africa
26844,Antarctica
20394,Antarctica
19890,Antarctica
6806,Asia
20556,Antarctica
18474,Antarctica
24318,Antarctica
23314,Asia
16890,Asia
4625,Antarctica
25236,Antarctica
1319,Antarctica
53371,Africa
54441,South America
46573,Antarctica
15434,North America
11869,Europe
29037,Antarctica
19263,Antarctica
26129,Antarctica
16747,Europe
14629,Antarctica
30737,Africa
8448,Antarctica
53249,Africa
12871,Antarctica
21707,Antarctica
29030,Antarctica
11373,Antarctica
18539,Antarctica
48483,Antarctica
6408,Africa
26190,Antarctica
47245,Africa
53065,Africa
49898,Antarctica
30129,Antarctica
56176,South America
28812,Antarctica
18139,Antarctica
18784,Asia
28608,Antarctica
24230,Australia
13734,Antarctica
9818,Antarctica
29110,Antarctica
22105,Antarctica
26063,Antarctica
18110,North America
52095,Africa
1688,Antarctica
1489,Antarctica
48689,South America
8913,Antarctica
12671,Antarctica
56009,Africa
20737,Antarctica
2171,Antarctica
14499,Antarctica
15797,Antarctica
39912,Africa
50749,Africa
10736,Antarctica
54783,Africa
5553,Africa
9425,Antarctica
8308,Antarctica
7491,Asia
37959,Africa
33884,Asia
28916,Antarctica
22432,Antarctica
32839,Africa
14366,Antarctica
5488,North America
7510,Asia
20366,Antarctica
21179,Antarctica
8924,Antarctica
54419,Africa
29546,Antarctica
28601,Antarctica
53244,Africa
16077,Antarctica
13792,Antarctica
39610,Africa
46603,Antarctica
16909,Asia
26429,Antarctica
25268,Antarctica
40641,Africa
428,Africa
33996,Asia
18174,Asia
22269,Antarctica
50855,Africa
50645,Antarctica
52357,Africa
23327,Asia
15273,Antarctica
51307,Africa
15298,Antarctica
53236,Africa
25419,Antarctica
35482,Africa
8242,Antarctica
19178,Antarctica
1467,Antarctica
56487,Asia
8358,Antarctica
29889,Antarctica
28787,Antarctica
48044,Antarctica
50570,Antarctica
40208,Africa
48162,Antarctica
57410,Antarctica
28627,Antarctica
2051,Antarctica
29094,Antarctica
4606,Antarctica
54714,Antarctica
15587,Antarctica
52015,Africa
13736,Antarctica
26694,Antarctica
50845,Africa
7156,Asia
12586,Antarctica
24281,Australia
12837,Antarctica
40467,Africa
54232,Africa
24359,Antarctica
5526,Africa
33847,Asia
47840,Antarctica
10041,Europe
23096,Europe
30413,Europe
14169,Antarctica
56932,Africa
19558,Antarctica
12077,Australia
48183,Antarctica
26575,Antarctica
28319,Antarctica
19835,Antarctica
20637,Antarctica
1878,Antarctica
19938,Antarctica
18693,Antarctica
13829,Antarctica
21477,Antarctica
40323,Africa
55943,Africa
16526,Antarctica
6812,Asia
50865,Africa
46613,Antarctica
17629,Africa
9427,Antarctica
56985,Africa
5061,North America
16617,Antarctica
30677,Antarctica
16037,Antarctica
50701,Africa
47988,Antarctica
46945,Antarctica
40328,Africa
24665,Antarctica
29253,Antarctica
30689,Antarctica
28116,Antarctica
1611,Antarctica
27861,Antarctica
31880,Africa
6,North America
30101,Antarctica
51323,Africa
14061,Antarctica
697,Antarctica
27000,Antarctica
20186,Antarctica
50517,Antarctica
46451,Antarctica
22681,North America
811,Antarctica
53020,Africa
24513,Antarctica
15565,Antarctica
20529,Antarctica
6876,Asia
38149,Africa
44884,Africa
38619,Africa
10306,Antarctica
24597,Antarctica
28531,Antarctica
14111,Antarctica
19998,Antarctica
51690,Asia
22014,Antarctica
51286,Africa
45936,Asia
28778,Antarctica
15321,Antarctica
55914,Africa
55387,Africa
6377,Africa
55958,Africa
20415,Antarctica
40207,Africa
53337,Africa
998,Antarctica
20087,Antarctica
14652,Europe
7381,Asia
2206,Antarctica
9209,Antarctica
11977,Australia
13892,Antarctica
26788,Antarctica
10288,Antarctica
27041,Antarctica
12892,Antarctica
21617,Antarctica
55502,Asia
55674,Africa
26445,Antarctica
829,Antarctica
13833,Antarctica
21472,Antarctica
24897,Africa
23403,Asia
11267,Antarctica
2007,Antarctica
12707,Antarctica
7864,Antarctica
7707,Asia
20098,Antarctica
22211,Antarctica
56120,Africa
6360,Africa
28249,Antarctica
9740,Antarctica
56311,Africa
53398,Africa
21590,Antarctica
20220,Antarctica
7185,Asia
7144,Asia
6956,Asia
8932,Antarctica
40570,Africa
3455,Antarctica
16642,North America
12178,Antarctica
47852,Antarctica
53280,Africa
2296,Europe
39071,Africa
16835,Australia
25952,Antarctica
49468,Africa
52876,Africa
21998,Antarctica
17371,Africa
49037,Africa
3989,Antarctica
14439,Antarctica
34509,Asia
11485,North America
55519,Asia
25572,Antarctica
45907,Asia
13377,Antarctica
55046,Africa
25170,Antarctica
28537,Antarctica
25040,Antarctica
17747,Africa
16516,Antarctica
25734,Antarctica
21209,Antarctica
4725,Antarctica
45985,North America
15576,Antarctica
39101,Africa
10773,Antarctica
13823,Antarctica
22646,North America
46430,Antarctica
57177,South America
50065,Antarctica
53858,Africa
953,Antarctica
18926,Antarctica
20029,Antarctica
18334,Antarctica
1640,Antarctica
49660,Africa
30603,Antarctica
50108,Antarctica
56849,Africa
46690,Antarctica
52950,Africa
8202,Antarctica
20297,Antarctica
39941,Africa
14436,Antarctica
26668,Antarctica
11907,North America
6850,Asia
7449,Asia
30256,Antarctica
28861,Antarctica
15501,Antarctica
55516,Asia
26725,Antarctica
2333,North America
51567,Asia
10910,Africa
15647,Antarctica
11293,Antarctica
46923,Antarctica
30012,Antarctica
55095,Africa
33240,Africa
25242,Antarctica
16280,Antarctica
51031,Asia
7007,Asia
50769,Africa
57428,Asia
21007,Antarctica
24387,Antarctica
53288,Africa
31345,Africa
25592,Antarctica
28865,Antarctica
45597,Africa
24938,Africa
54420,Africa
198,Africa
3656,Antarctica
21815,Antarctica
13338,Antarctica
12407,South America
4538,Antarctica
22748,North America
10012,Asia
18840,North America
124,Africa
102,Africa
22337,Antarctica
1902,Antarctica
28095,Antarctica
29260,Antarctica
49700,Africa
53001,Africa
1324,Antarctica
55418,Asia
14156,Antarctica
49520,Africa
53413,Africa
8646,Antarctica
29629,Antarctica
55243,Africa
4540,Antarctica
19654,Antarctica
30017,Antarctica
16732,North America
23461,Europe
40234,Africa
48058,Antarctica
7499,Asia
14385,Antarctica
7460,Asia
19873,Antarctica
14542,Antarctica
5965,Africa
34540,Asia
9343,Antarctica
4119,Antarctica
52303,Africa
8326,Antarctica
48128,Antarctica
21684,Antarctica
9963,Antarctica
54068,Africa
9036,Antarctica
11681,Africa
11429,Europe
12480,Antarctica
23914,Antarctica
30610,Antarctica
2553,Antarctica
24489,Antarctica
29874,Antarctica
30385,Africa
7530,Asia
13528,Antarctica
19265,Antarctica
53941,Africa
12544,Antarctica
2566,Antarctica
51011,Antarctica
55265,North America
19142,Antarctica
26695,Antarctica
4838,Antarctica
56419,Africa
5462,North America
28345,Antarctica
9066,Antarctica
9194,Antarctica
20622,Antarctica
2330,Africa
3770,Antarctica
1512,Antarctica
29338,Antarctica
49807,Antarctica
11889,Asia
20719,Antarctica
16450,Antarctica
30068,Antarctica
15584,Antarctica
54936,Australia
16851,Asia
13286,Antarctica
13473,Antarctica
18585,Antarctica
11243,Antarctica
21080,Antarctica
11466,Europe
10229,Antarctica
19501,Antarctica
8182,Antarctica
21515,Antarctica
21492,Antarctica
20663,Antarctica
7068,Asia
12997,Antarctica
29001,Antarctica
38457,Africa
4215,Antarctica
38798,Africa
52621,Asia
29719,Antarctica
10070,North America
18750,Antarctica
214,Africa
9401,Antarctica
4604,Antarctica
15421,Africa
35625,Asia
21296,Antarctica
50052,Antarctica
26058,Antarctica
13965,Antarctica
3817,Antarctica
39726,Africa
50580,Antarctica
54563,South America
37855,Africa
17666,Africa
10982,Antarctica
10369,Antarctica
11851,North America
4958,Antarctica
31871,Africa
9877,Antarctica
54744,Africa
3516,Antarctica
20893,Antarctica
28323,Antarctica
13875,Antarctica
28924,Antarctica
3632,Antarctica
56520,Asia
11488,Africa
7388,Asia
47865,Antarctica
7810,North America
21915,Antarctica
25822,Antarctica
46973,Antarctica
10193,Antarctica
50659,Antarctica
17746,Africa
49909,Antarctica
1726,Antarctica
18662,Antarctica
14086,Antarctica
8978,Antarctica
50217,Antarctica
282,Africa
7342,Asia
16438,Antarctica
25812,Antarctica
16869,Australia
9921,Antarctica
55231,Africa
25002,Africa
6443,Africa
18274,Antarctica
25341,Antarctica
46907,Antarctica
5519,Africa
56872,Africa
24400,Antarctica
9696,Antarctica
45874,Asia
25043,Antarctica
1829,Antarctica
30045,Antarctica
46827,Antarctica
10733,Antarctica
48233,Antarctica
6858,Asia
12797,Antarctica
48584,Asia
10051,Europe
52849,Africa
2539,Antarctica
16018,Antarctica
25749,Antarctica
56519,Asia
19217,Antarctica
55357,Antarctica
56720,Africa
30556,Asia
7361,Asia
20318,Antarctica
20124,Antarctica
48642,Asia
18843,North America
11438,Asia
54274,Africa
7031,Asia
47959,Antarctica
50330,Antarctica
44864,Antarctica
7909,Antarctica
53451,Africa
37908,Africa
2055,Antarctica
5508,North America
5245,North America
1989,Antarctica
22478,Antarctica
9820,Antarctica
20205,Antarctica
21899,Antarctica
15046,Antarctica
24802,Africa
51400,Asia
55465,Asia
56512,Asia
23761,North America
14342,Antarctica
11011,Antarctica
23734,North America
51594,Asia
29785,Antarctica
8563,Antarctica
28670,Antarctica
20650,Antarctica
55857,Africa
21865,Antarctica
54065,Africa
26245,Antarctica
55546,Australia
44869,Antarctica
4091,Antarctica
25184,Antarctica
23793,North America
21535,Antarctica
28789,Antarctica
5046,Asia
49559,Africa
50119,Antarctica
27060,Antarctica
15578,Antarctica
5833,Africa
6137,Africa
7256,Asia
18032,North America
25811,Antarctica
5885,Africa
10317,Antarctica
51398,Africa
22620,North America
52174,Africa
51201,Africa
1717,Antarctica
6471,Africa
19013,Antarctica
34508,Asia
19502,Antarctica
21831,Antarctica
54309,Africa
22576,Australia
10740,Antarctica
9119,Antarctica
15608,Antarctica
7140,Asia
3895,Antarctica
53920,Africa
10598,Antarctica
18304,Antarctica
30383,North America
18941,Antarctica
24823,Antarctica
15419,North America
7854,Antarctica
9932,Antarctica
17014,Africa
46738,Antarctica
28503,Antarctica
23094,North America
11519,Africa
29477,Antarctica
52634,Asia
16042,Antarctica
40609,Africa
55359,Antarctica
21567,Antarctica
29688,Antarctica
20068,Antarctica
23439,Asia
57304,South America
26978,Antarctica
255,Africa
49282,Africa
4942,Europe
21327,Antarctica
52917,Africa
53125,Africa
48077,Antarctica
11171,Antarctica
16030,Antarctica
53929,Africa
3902,Antarctica
19939,Antarctica
13227,Antarctica
19240,Antarctica
25706,Antarctica
5313,Asia
7792,Africa
5289,South America
8660,Antarctica
50909,South America
12200,North America
15802,Antarctica
11154,Antarctica
48532,Antarctica
28053,Antarctica
55441,Asia
56918,Africa
21233,Antarctica
14616,Antarctica
3478,Antarctica
52100,Africa
25909,Antarctica
20604,Antarctica
10341,Antarctica
39897,Africa
16224,Antarctica
49618,Africa
27929,Antarctica
16239,Antarctica
14080,Antarctica
25817,Antarctica
40416,Africa
30247,Antarctica
27242,Antarctica
55853,Africa
50620,Antarctica
49299,Africa
12159,Asia
57315,South America
26050,Antarctica
34500,Asia
40411,Africa
51092,Africa
23357,Asia
924,Antarctica
25648,Antarctica
3977,Antarctica
46565,Antarctica
11937,Australia
53556,Africa
54870,Africa
38254,Africa
4377,Antarctica
5797,Africa
21634,Antarctica
21506,Antarctica
9738,Antarctica
51549,Africa
11708,Africa
20257,Antarctica
7313,Asia
23196,Asia
10705,Antarctica
3603,Antarctica
56199,Asia
40500,Africa
46630,Antarctica
48383,Antarctica
19907,Antarctica
1699,Antarctica
14409,Antarctica
7538,Asia
11263,Antarctica
52890,Europe
1602,Antarctica
8299,Antarctica
4830,Antarctica
23393,Asia
49599,Africa
51026,Asia
8047,Antarctica
19507,Antarctica
19490,Antarctica
8474,Antarctica
10145,Australia
12820,Antarctica
19745,Antarctica
11444,North America
55888,Africa
9115,Antarctica
14296,Antarctica
53004,Africa
28551,Antarctica
21957,Antarctica
21908,Antarctica
26555,Antarctica
6119,Africa
16455,Antarctica
8363,Antarctica
49512,Asia
6736,Asia
49279,Africa
53911,Africa
24918,Africa
11358,Antarctica
25120,Antarctica
56363,Africa
57160,North America
55073,Africa
1382,Antarctica
24926,Africa
10232,Antarctica
845,Antarctica
992,Antarctica
13842,Antarctica
13762,Antarctica
5729,Africa
56571,Africa
3579,Antarctica
26950,Antarctica
3735,Antarctica
49261,Africa
50736,Africa
4739,Antarctica
9931,Antarctica
10977,Antarctica
12317,North America
29898,Antarctica
40571,Africa
55920,Africa
14407,Antarctica
16115,Antarctica
5775,Africa
55742,Africa
29505,Antarctica
19952,Antarctica
13058,Antarctica
14963,Antarctica
37921,Africa
50089,Antarctica
23335,Asia
7714,South America
9284,Antarctica
52948,Africa
52090,North America
26581,Antarctica
19959,Antarctica
47730,North America
3395,Antarctica
8834,Antarctica
16034,Antarctica
4807,Antarctica
16503,Antarctica
48988,Africa
4400,Antarctica
50986,Australia
53899,Africa
25586,Antarctica
1661,Antarctica
20900,Antarctica
248,Africa
14468,Antarctica
22350,Antarctica
1267,Antarctica
19524,Antarctica
47894,Antarctica
12076,Africa
10874,Antarctica
4444,Antarctica
7711,Africa
20595,Antarctica
5490,North America
21934,Antarctica
11980,Australia
50683,Africa
16152,Antarctica
7171,Asia
23817,Africa
24851,Africa
16600,Antarctica
14319,Antarctica
56132,Africa
55296,Africa
49152,Africa
20156,Antarctica
16232,Antarctica
22700,North America
7635,Asia
3409,Antarctica
17030,Africa
24474,Antarctica
4171,Antarctica
32827,Africa
14005,Antarctica
8091,Antarctica
57387,Antarctica
2341,Australia
19479,Antarctica
55250,Africa
7912,Antarctica
35724,Asia
20855,Antarctica
11915,North America
53938,Africa
18803,Asia
13039,Antarctica
9855,Antarctica
9153,Antarctica
579,Antarctica
10339,Antarctica
34529,Asia
9905,Antarctica
50706,Africa
56568,Africa
1313,Antarctica
16414,Antarctica
40140,Africa
51425,Asia
53385,Africa
25331,Antarctica
54596,Africa
6234,Africa
46407,Antarctica
57155,Africa
20424,Antarctica
25966,Antarctica
29223,Antarctica
52251,Africa
40685,Africa
3601,Antarctica
20062,Antarctica
16801,Antarctica
53467,Africa
55092,Africa
48526,Antarctica
8250,Antarctica
33591,Africa
29506,Antarctica
23249,Asia
51178,Africa
2616,Antarctica
48657,North America
9118,Antarctica
10625,Antarctica
35559,Asia
48107,Antarctica
44855,Africa
1156,Antarctica
38807,Africa
26354,Antarctica
18486,Antarctica
23378,Asia
14604,Antarctica
20646,Antarctica
24167,North America
31291,Antarctica
16765,Antarctica
56662,South America
16779,North America
28361,Antarctica
13699,Antarctica
13567,Antarctica
3776,Antarctica
14587,Antarctica
7163,Asia
20397,Antarctica
47321,Africa
24986,Antarctica
46464,Antarctica
33173,Africa
57191,South America
20613,Antarctica
8685,Antarctica
4968,Antarctica
25393,Antarctica
24210,North America
21013,Antarctica
29995,Antarctica
54591,Africa
56393,North America
31298,Africa
10984,Antarctica
7190,Asia
2612,Antarctica
55247,Africa
22089,Antarctica
49733,Antarctica
39824,Africa
4224,Antarctica
40468,Africa
30022,Antarctica
56411,Asia
24549,Antarctica
9269,Antarctica
26143,Antarctica
1588,Antarctica
11176,Antarctica
26875,Antarctica
8141,Antarctica
702,Antarctica
28530,Antarctica
54311,Africa
53453,Africa
57162,Africa
27374,Antarctica
21412,Antarctica
4040,Antarctica
22537,Antarctica
823,Antarctica
48497,Antarctica
52091,South America
23202,Asia
44843,Europe
21963,Antarctica
16631,Asia
16921,North America
7459,Asia
4331,Antarctica
56412,Africa
7478,Asia
15956,Antarctica
30128,Antarctica
6749,Asia
49147,Africa
54782,Africa
26247,Antarctica
30392,North America
29899,Antarctica
16379,Antarctica
12165,Asia
23502,South America
47701,Africa
38327,Africa
55600,Asia
38926,Africa
13724,Antarctica
6206,Africa
4959,Antarctica
6675,Antarctica
6351,Africa
52273,Africa
16960,North America
26495,Antarctica
11290,Antarctica
15697,Antarctica
46862,Antarctica
18109,Asia
40222,Africa
5379,North America
39786,Africa
22536,Antarctica
49746,Antarctica
24607,Antarctica
4324,Antarctica
6484,Africa
19560,Antarctica
12225,North America
19722,Antarctica
183,Africa
55082,Africa
14748,North America
54560,Africa
19765,Antarctica
54684,North America
27888,Antarctica
54900,Africa
26662,Antarctica
5562,Africa
18480,Antarctica
12819,Antarctica
45883,Asia
24850,Africa
48227,Antarctica
23285,Asia
47939,Antarctica
7653,Africa
35508,Asia
9070,Antarctica
20569,Antarctica
40457,Africa
11635,Africa
57041,Africa
21629,Antarctica
2253,Antarctica
12823,Antarctica
13751,Antarctica
12264,Australia
22306,Antarctica
17025,Africa
40419,Africa
10302,Antarctica
50183,Antarctica
49399,Africa
9258,Antarctica
5423,Australia
7061,Asia
1521,Antarctica
50977,Australia
13283,Antarctica
25737,Antarctica
53256,Africa
44863,Antarctica
40265,Africa
5457,Australia
49707,Africa
23783,Africa
6714,Asia
17024,Africa
786,Antarctica
20230,Antarctica
28619,Antarctica
10330,Antarctica
10727,Antarctica
7724,North America
29124,Antarctica
7943,Antarctica
38482,Africa
13446,Antarctica
46707,Antarctica
7069,Asia
24309,Antarctica
18597,Antarctica
4731,Antarctica
53003,Africa
55814,Africa
38217,Africa
12389,North America
16793,Antarctica
55999,Africa
8874,Antarctica
57039,Africa
22115,Antarctica
9129,Antarctica
5555,Africa
19200,Antarctica
15269,Antarctica
39999,Africa
21919,Antarctica
356,Africa
21731,Antarctica
837,Antarctica
54626,South America
25035,Antarctica
9388,Antarctica
19701,Antarctica
23545,Asia
1048,Antarctica
10454,Antarctica
53906,Africa
18395,Antarctica
32123,Africa
16636,Europe
54207,Africa
14523,Antarctica
46572,Antarctica
57154,Africa
23522,North America
9749,Antarctica
26094,Antarctica
55528,North America
46870,Antarctica
53526,Africa
22324,Antarctica
17988,Europe
40196,Africa
14736,North America
12115,Asia
20030,Antarctica
13522,Antarctica
19757,Antarctica
34045,Asia
25207,Antarctica
16534,Antarctica
48174,Antarctica
26462,Antarctica
33578,Africa
8844,Antarctica
23367,Asia
64,Africa
53988,Africa
8784,Antarctica
846,Antarctica
16643,Australia
5196,South America
47818,Antarctica
26747,Antarctica
9952,Antarctica
25904,Antarctica
7016,Asia
12833,Antarctica
6302,Africa
22538,North America
6607,Antarctica
26243,Antarctica
13581,Antarctica
52255,Africa
12025,South America
555,Antarctica
16606,Antarctica
40626,Africa
44711,Asia
25911,Antarctica
548,Antarctica
45731,Africa
52112,North America
21144,Antarctica
30192,Antarctica
51426,Asia
6383,Africa
26685,Antarctica
9398,Antarctica
27099,Antarctica
5020,North America
11540,Africa
29722,Antarctica
11564,Africa
24473,Antarctica
29759,Antarctica
26030,Antarctica
24672,Antarctica
22181,Antarctica
23088,North America
29645,Antarctica
50161,Antarctica
56260,Asia
26618,Antarctica
40251,Africa
12171,Asia
44852,Africa
15860,Antarctica
16579,Antarctica
26276,Antarctica
37869,Africa
16162,Antarctica
11636,Africa
51265,Africa
52838,Africa
9682,Antarctica
8112,Antarctica
10642,Antarctica
954,Antarctica
1527,Antarctica
15945,Antarctica
37926,Africa
39362,Africa
51016,Antarctica
18786,North America
11209,Antarctica
30690,Antarctica
39805,Africa
51111,Africa
4004,Antarctica
15380,Asia
6166,Africa
50745,Africa
14117,Antarctica
26426,Antarctica
25730,Antarctica
54090,Africa
7964,Antarctica
35588,Asia
191,Africa
6096,Africa
53500,Africa
39475,Africa
22296,Antarctica
50138,Antarctica
53478,Africa
40388,Africa
23577,Asia
52204,Africa
9773,Antarctica
26993,Antarctica
49551,Africa
13553,Antarctica
26388,Antarctica
38781,Africa
53810,Europe
19680,Antarctica
16036,Antarctica
46966,Antarctica
29526,Antarctica
52762,Africa
46952,Antarctica
28136,Antarctica
29764,Antarctica
24169,Europe
16429,Antarctica
7937,Antarctica
55860,Africa
16994,North America
28492,Antarctica
5579,Africa
11342,Antarctica
14178,Antarctica
53984,Africa
40150,Africa
51692,Asia
11711,Africa
11800,Africa
51604,Asia
25888,Antarctica
25175,Antarctica
16882,North America
878,Antarctica
9303,Antarctica
9052,Antarctica
47710,Africa
23206,Asia
28716,Antarctica
10290,Antarctica
55271,Asia
57352,Africa
14462,Antarctica
12071,North America
49139,Africa
14370,Antarctica
22734,North America
23563,Asia
16646,North America
3807,Antarctica
49578,Africa
55960,Africa
52929,Africa
12729,Antarctica
29186,Antarctica
19284,Antarctica
10074,North America
11142,Antarctica
4097,Antarctica
958,Antarctica
1365,Antarctica
52857,Africa
8291,Antarctica
9280,Antarctica
50166,Antarctica
2751,Antarctica
19383,Antarctica
24116,Asia
39710,Africa
12356,Asia
23802,Africa
4982,North America
15772,Antarctica
38230,Africa
4354,Antarctica
26144,Antarctica
9849,Antarctica
39181,Africa
12462,Europe
3374,Antarctica
56880,Africa
39028,Africa
22278,Antarctica
48588,Asia
1672,Antarctica
9191,Antarctica
26698,Antarctica
4161,Antarctica
46903,Antarctica
26439,Antarctica
38266,Africa
10542,Antarctica
54965,Africa
423,Africa
12738,Australia
23775,Australia
6643,Africa
54964,Africa
7384,Asia
48061,Antarctica
492,Antarctica
50,Africa
19346,Antarctica
22440,Antarctica
56819,Africa
52252,Africa
52260,Africa
26817,Antarctica
13644,Antarctica
22372,North America
50607,Antarctica
5448,South America
24031,North America
49451,Africa
9879,Antarctica
14287,Antarctica
7373,Asia
462,Asia
13200,Antarctica
2148,Antarctica
12189,Antarctica
13350,Antarctica
4548,Antarctica
247,Africa
49128,Africa
53311,Africa
55024,Africa
25702,Antarctica
54557,Africa
13952,Antarctica
22649,North America
25696,Antarctica
16206,Antarctica
20333,Antarctica
53177,Africa
11241,Antarctica
22232,Antarctica
11265,Antarctica
23991,Africa
8618,Antarctica
18041,Africa
23619,Asia
51082,Africa
8477,Antarctica
22651,North America
30580,Antarctica
37761,Africa
26466,Antarctica
28177,Antarctica
643,Antarctica
39389,Africa
9055,Antarctica
15291,Antarctica
51349,Africa
4915,North America
7621,Asia
49927,Antarctica
5936,Africa
39892,Africa
7223,Asia
47702,Africa
19709,Antarctica
45828,Asia
14930,Antarctica
25470,Antarctica
1629,Antarctica
2373,Antarctica
49481,Africa
23243,Asia
52391,Asia
54750,Africa
21986,Antarctica
56599,South America
21825,Antarctica
57379,Antarctica
52425,Asia
4336,Antarctica
1503,Antarctica
9510,Antarctica
18945,Antarctica
3976,Antarctica
20813,Antarctica
16497,Antarctica
49030,Africa
4780,Antarctica
20555,Antarctica
9015,Antarctica
21696,Antarctica
20060,Antarctica
13148,Antarctica
30100,Antarctica
56482,Asia
13750,Antarctica
47349,Africa
21337,Antarctica
12834,Antarctica
51070,Africa
28975,Antarctica
28926,Antarctica
38168,Africa
3500,Antarctica
9375,Antarctica
25171,Antarctica
19784,Antarctica
20779,Antarctica
49637,Africa
24041,North America
54302,Africa
7557,Asia
1912,Antarctica
12567,Antarctica
13293,Antarctica
8654,Antarctica
9406,Antarctica
12560,Antarctica
54230,Africa
14939,Antarctica
25001,Africa
30373,Australia
49775,Antarctica
18219,Antarctica
46955,Antarctica
44883,Africa
27955,Antarctica
8655,Antarctica
54779,Africa
6110,Africa
2190,Antarctica
437,Asia
40052,Africa
56971,Africa
16929,North America
29031,Antarctica
30620,Antarctica
12239,Asia
20739,Antarctica
50434,Antarctica
18745,Antarctica
47880,Antarctica
8908,Antarctica
33658,Africa
54085,Africa
13095,Antarctica
5340,North America
11619,Africa
416,Africa
54452,South America
57055,Africa
44810,Europe
56202,Asia
27038,Antarctica
11555,Africa
6214,Africa
50417,Antarctica
681,Antarctica
4972,Antarctica
33094,Africa
19167,Antarctica
55662,North America
13948,Antarctica
8929,Antarctica
13464,Antarctica
51279,Africa
13312,Antarctica
32131,Africa
29708,Antarctica
38823,Africa
13401,Antarctica
30649,Antarctica
37772,Africa
40409,Africa
4200,Antarctica
51499,Africa
16599,Antarctica
29523,Antarctica
45952,Asia
23692,North America
20330,Antarctica
55877,Africa
4173,Antarctica
50041,Antarctica
27287,Antarctica
27956,Antarctica
17960,Asia
54641,South America
8026,Antarctica
213,Africa
12100,Asia
51518,Africa
11766,Africa
55523,Africa
8239,Antarctica
31344,Africa
20903,Antarctica
56371,South America
1251,Antarctica
1885,Antarctica
19291,Antarctica
15756,Antarctica
13758,Antarctica
9159,Antarctica
3529,Antarctica
35487,North America
17340,Africa
53262,Africa
53972,Africa
16333,Antarctica
14239,Antarctica
29258,Antarctica
51935,Asia
19198,Antarctica
4598,Antarctica
23472,North America
6719,Asia
8362,Antarctica
24260,North America
12276,Asia
23665,North America
24676,Antarctica
48951,Asia
19356,Antarctica
8303,Antarctica
55324,Africa
19426,Antarctica
7455,Asia
2178,Antarctica
55757,Africa
51748,Africa
20204,Antarctica
53019,Africa
24354,Australia
25687,Antarctica
28096,Antarctica
21384,Antarctica
55756,South America
8486,Antarctica
11354,Antarctica
7739,North America
29727,Antarctica
1742,Antarctica
6474,Africa
6942,Asia
19133,Antarctica
13029,Antarctica
33137,Africa
16864,Australia
683,Antarctica
56790,Africa
18259,Antarctica
22216,Antarctica
11217,Antarctica
21332,Antarctica
57094,Africa
5840,Africa
23344,Asia
56509,Asia
27942,Antarctica
12735,North America
13021,Antarctica
5080,North America
11084,Antarctica
38656,Africa
15907,Antarctica
52171,Africa
19821,Antarctica
23949,Antarctica
27233,Antarctica
44890,Africa
54665,Africa
19720,Antarctica
16661,Antarctica
26980,Antarctica
16312,Antarctica
13168,Antarctica
11073,Antarctica
8636,Antarctica
54434,Africa
18038,Europe
49938,Antarctica
10138,Australia
25844,Antarctica
54386,Africa
19100,Antarctica
29782,Antarctica
20484,Antarctica
4117,Antarctica
55933,Africa
20897,Antarctica
2015,Antarctica
571,Antarctica
13575,Antarctica
5684,Africa
29067,Antarctica
51315,Africa
49598,Africa
4498,Antarctica
50186,Antarctica
47849,Antarctica
22121,Antarctica
22614,Europe
11952,Australia
28272,Antarctica
169,Africa
10253,Antarctica
56555,North America
