word,Afterglow,Cornelia Street,Cruel Summer,Daylight,Death By A Thousand Cuts,False God,I Forgot That You Existed,I Think He Knows,It's Nice To Have A Friend,London Boy,Lover,ME! (Ft. Brendon Urie of Panic! At The Disco),Miss Americana & The Heartbreak Prince,Paper Rings,Soon You'll Get Better (Ft. The Chicks),The Archer,The Man,You Need To Calm Down
go,4,1,0,3,0,1,0,3,0,1,6,1,6,0,1,1,0,0
god,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
going,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
golden,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gone,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
gonna,0,0,0,0,0,0,0,2,0,0,0,5,6,2,0,0,0,0
good,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0
goodbye,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
got,0,0,3,0,0,1,1,9,0,0,0,0,0,0,0,1,0,1
gotta,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
gown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gray,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
grinnin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ground,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
guess,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
guitar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
guy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
guys,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
ha,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hackney,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
had,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
hair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hallway,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
hand,0,2,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0
handful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hands,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hang,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
happened,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
hard,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
has,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hate,0,0,0,1,0,0,4,0,0,0,0,0,0,4,1,1,0,1
haunt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haunted,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
have,2,0,0,0,0,0,0,0,8,2,1,0,0,0,4,0,0,0
haze,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
he,0,0,1,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0
he'd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
he'll,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
he's,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
head,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
headlights,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
heard,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
heart,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
heart's,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
heartbeat,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
heartbreak,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
heath,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
heaven,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
heaven's,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hell,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
helpless,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
here,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0
heroes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hey,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
high,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
highgate,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
highly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
him,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
hips,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
his,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1
hit,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hold,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
holy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
home,0,1,2,0,2,0,0,1,3,2,3,0,3,1,0,0,0,0
homecoming,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hometown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
honey,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
hope,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hopeless,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hoping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
horses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
how,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0
hundred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hung,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hurt,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hustled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i,41,36,30,54,21,12,19,50,0,35,9,33,29,42,19,28,58,8
i'd,0,12,0,0,0,2,0,0,0,1,0,0,0,4,0,0,23,0
i'll,0,0,0,1,1,0,0,3,0,0,1,0,2,0,3,0,0,0
i'm,6,3,7,4,1,3,0,3,0,2,1,6,5,1,0,3,9,5
i've,0,0,3,5,0,0,0,0,0,0,1,0,0,1,0,7,0,1
icy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ideas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
if,0,4,1,0,3,6,1,0,0,0,0,0,0,1,2,2,19,0
in,7,8,10,11,1,3,3,3,3,6,1,5,6,18,3,2,3,3
indifference,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
indigo,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
inside,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
intertwined,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
into,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invisible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
is,2,1,0,0,4,3,0,0,0,4,2,5,6,2,0,1,0,1
island,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isn't,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
it,14,3,29,12,22,13,21,3,7,0,0,3,9,3,6,1,4,5
it'll,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
it's,13,0,20,5,15,6,5,2,7,0,0,0,8,2,1,1,3,2
jacket,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
january,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jeans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jesus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
joke,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jokes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jump,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
jumped,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
just,6,1,6,2,1,5,6,0,0,5,0,1,3,0,1,1,1,12
keep,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
kill,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
killing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kinda,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
king's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
kiss,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
kitchen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
knew,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knockout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
know,0,0,3,0,2,1,0,1,0,8,0,8,7,2,2,0,1,3
known,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
knows,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
ladies,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
lame,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
land,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
last,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lately,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
laughed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
laughin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lawless,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lead,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
leader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
leading,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
learned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
leave,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0
led,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
left,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
less,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lessons,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
let,1,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,1,0
life,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
lift,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
light,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lights,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
like,2,0,3,5,1,5,0,7,3,5,0,12,4,6,1,1,3,10
likely,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
likes,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
lines,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lips,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
listen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lived,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lives,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
livin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
living,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
lock,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
london,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
long,0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,0
look,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0
looked,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
looks,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lose,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
losing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lost,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0
lotta,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
loud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
louis,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
love,4,0,2,6,6,8,3,0,0,11,0,4,0,0,0,0,0,0
loved,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lover,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
low,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyrical,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
machine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
made,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
magical,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
magnetic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
make,0,0,0,0,0,1,0,2,0,0,2,1,0,0,2,0,1,0
makes,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
makin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
man,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,34,0
many,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
marching,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
market,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
mates,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
maybe,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccartney,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
me,14,2,3,2,6,4,6,3,5,10,7,19,9,6,1,17,10,1
mean,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
meant,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meee,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
meet,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
memorize,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
men,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mend,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
message,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
met,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
middle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
might,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
miles,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
mind,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mine,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
mirror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
miss,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
missile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mondays,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
month,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
moon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
more,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
morning,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
most,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
motown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mouse,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
moves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
much,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
muffled,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
must've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
my,5,4,2,3,48,2,5,20,4,5,24,1,10,3,2,5,2,3
myself,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mysterious,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mystified,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
name,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
need,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
neon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nerve,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
never,0,21,0,5,0,0,0,1,0,0,0,10,2,0,1,1,0,2
new,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nice,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0
nicer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
night,0,0,3,4,0,0,2,1,0,0,0,0,0,4,1,1,0,1
nights,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
no,3,0,3,0,4,0,0,1,1,0,0,3,2,0,1,0,0,1
nobody,0,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,0,0
nobody's,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
not,5,0,2,2,10,1,0,0,0,1,0,2,0,0,1,0,1,3
note,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nothing,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
now,1,0,0,14,2,0,0,0,0,1,1,0,2,2,1,0,0,1
nurses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obsessed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obsessin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ocean,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
of,1,3,7,14,7,0,1,0,0,3,1,20,0,1,3,2,10,0
off,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
oh,2,1,9,0,0,0,0,1,0,6,1,2,1,5,0,0,2,3
ohoh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30
okay,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,1
old,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
on,2,8,0,0,1,0,2,3,2,5,1,1,0,1,0,4,0,5
once,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0
one,3,0,0,0,2,0,2,1,1,0,0,13,1,20,0,0,0,0
one's,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ones,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
only,0,0,0,10,1,0,0,0,0,0,0,9,1,0,0,0,0,0
ooh,6,0,6,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0
oohah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
oohoohoohooh,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
open,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
or,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0
orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
others,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
our,0,0,0,2,4,0,0,0,0,3,3,0,0,0,0,0,0,1
ours,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
out,1,0,1,2,0,1,1,0,2,0,3,5,0,0,0,1,2,1
outdoor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
over,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
overdramatic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
packed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
page,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pageant,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pages,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
paint,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0
painted,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
paper,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0
paperthin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
parade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
part,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
patch,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
patrón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
peaceful,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
phone,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
picture,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
pink,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pinned,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
place,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
plans,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
play,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
played,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
players,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
playing,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
please,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
pointed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pool,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
popcorn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pretend,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
prey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
price,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prince,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
prizes,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
prom,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
promise,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
proportion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psycho,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pub,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
punished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
put,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
queen,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
queens,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
questions,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
quicker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
quiet,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
rain,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rainbow,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rains,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
raking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ran,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
rather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
read,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ready,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
real,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
really,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
reason,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
refused,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
religion,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
religion's,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
remember,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
rent,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rep,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
restore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
