Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2022,City,San Diego,Parks & Recreation,Pesticide Applicator,False,False,,47258,56347,,45426,3123,87,96,48732,6084,0,488,6064,12636,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Public Utilities,Laborer,False,False,,34944,41600,,39918,6654,240,1913,48725,1569,0,2546,7461,11576,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Parks & Recreation,Recreation Specialist,False,False,,50960,61256,,43570,0,0,5150,48720,973,0,2966,5904,9843,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Transportation,Utility Worker II,False,False,,39416,46925,,37195,9451,0,2059,48705,1160,0,2349,74,3583,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Public Utilities,Junior Engineer - Civil,False,False,,64106,77605,,48845,0,0,-164,48681,2641,0,1484,3090,7215,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Public Utilities,Field Representative,False,False,,41517,50024,,44804,1385,0,2484,48673,2239,0,2608,5692,10539,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Parks & Recreation,Grounds Maintenance Worker II,False,False,,39437,46946,,45212,0,0,3459,48671,5534,0,2735,7547,15816,2.5% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Engineering & Capital Projects,Project Assistant,False,False,,70803,85301,,32424,298,11866,4052,48640,0,0,2969,337,3306,2.5% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Parks & Recreation,Grounds Maintenance Worker II,False,False,,39437,46946,,37832,3864,0,6942,48638,1928,0,2110,6714,10752,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Public Utilities,Heavy Truck Driver II,False,False,,44450,53602,,51758,0,0,-3130,48628,6716,0,1459,10956,19131,2.5% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
