Name,Distance,Magnitude,Type,Year,Detection,Mass,Radius
K2-269 b,1177.0,11.784,Super Earth,2018,Transit,3.09,1.57
K2-26 b,323.0,14.527999999999999,Neptune-like,2016,Transit,7.61,2.6180000000000003
K2-270 b,915.0,13.847000000000001,Super Earth,2018,Transit,2.48,1.38
K2-270 c,915.0,13.847000000000001,Neptune-like,2018,Transit,9.01,2.8930000000000002
K2-271 b,1841.0,13.845,Gas Giant,2018,Transit,41.63573,7.139
K2-272 b,1380.0,13.872,Neptune-like,2018,Transit,9.96,3.0689999999999995
K2-273 b,1005.0,13.245999999999999,Neptune-like,2018,Transit,9.53,2.992
K2-274 b,745.0,13.181,Super Earth,2018,Transit,4.98,2.08
K2-275 b,403.0,11.974,Neptune-like,2018,Transit,6.08,2.299
K2-275 c,403.0,11.974,Neptune-like,2018,Transit,5.52,2.21
K2-276 b,1592.0,14.654000000000002,Neptune-like,2018,Transit,13.7,3.696
K2-277 b,369.0,10.364,Super Earth,2018,Transit,4.94,2.07
K2-278 b,2565.0,13.446,Neptune-like,2018,Transit,9.17,2.926
K2-279 b,597.0,11.491,Super Earth,2018,Transit,1.92,1.21
K2-27 b,814.0,12.689,Neptune-like,2016,Transit,30.9,4.4
K2-280 b,1277.0,12.524000000000001,Neptune-like,2018,Transit,37.1,7.359
K2-281 b,1494.0,15.048,Gas Giant,2018,Transit,50.8528,8.03
K2-282 b,1619.0,14.21,Neptune-like,2018,Transit,6.8,2.453
K2-283 b,1314.0,14.364,Neptune-like,2018,Transit,12.2,3.454
K2-284 b,350.0,13.265,Neptune-like,2018,Transit,8.15,2.7279999999999998
K2-285 b,505.0,12.075,Super Earth,2018,Transit,9.68,2.541
K2-285 c,505.0,12.075,Neptune-like,2018,Transit,15.68,3.465
K2-285 d,505.0,12.075,Neptune-like,2018,Transit,6.5,2.431
K2-285 e,505.0,12.075,Neptune-like,2018,Transit,10.7,1.95
K2-286 b,248.0,12.880999999999998,Neptune-like,2018,Transit,5.06,2.1
K2-287 b,516.0,11.41,Gas Giant,2018,Transit,100.11645,9.317
K2-288 B b,214.0,13.868,Super Earth,2018,Transit,4.27,1.9
K2-289 b,895.0,14.81,Gas Giant,2019,Transit,61.02336,8.932
K2-28 b,205.0,16.526,Neptune-like,2016,Transit,5.99,2.2769999999999997
K2-290 b,890.0,11.114,Super Earth,2019,Transit,10.9,3.003
K2-290 c,890.0,11.114,Gas Giant,2019,Transit,246.00042,11.066
K2-291 b,294.0,10.014,Super Earth,2019,Transit,6.49,1.589
K2-292 b,373.0,9.885,Neptune-like,2019,Transit,24.5,2.585
K2-293 b,1280.0,13.44,Neptune-like,2019,Transit,6.57,2.409
K2-294 b,1217.0,12.649000000000001,Super Earth,2019,Transit,3.39,1.66
K2-295 b,759.0,13.8941,Gas Giant,2018,Transit,106.47305,9.867
K2-29 b,582.0,12.532,Gas Giant,2016,Transit,232.0159,13.09
K2-308 b,4288.0,15.072000000000001,Gas Giant,2019,Transit,70.55826,9.724
K2-30 b,1086.0,13.547,Gas Giant,2016,Transit,184.02356999999998,11.429000000000002
K2-315 b,186.0,17.67,Terrestrial,2020,Transit,0.809,0.95
K2-316 b,367.0,17.14,Super Earth,2020,Transit,2.33,1.33
K2-316 c,367.0,17.14,Super Earth,2020,Transit,4.01,1.83
K2-317 b,575.0,17.74,Neptune-like,2020,Transit,8.91,2.871
K2-318 b,482.0,15.8,Super Earth,2020,Transit,3.39,1.66
K2-319 b,682.0,12.213,Neptune-like,2020,Transit,8.2,2.739
K2-31 b,361.0,10.802,Gas Giant,2016,Transit,563.83042,11.66
K2-320 b,355.0,17.81,Neptune-like,2020,Transit,7.37,2.574
K2-321 b,253.0,13.677,Super Earth,2020,Transit,4.46,1.95
K2-322 b,403.0,13.963,Super Earth,2020,Transit,4.35,1.92
K2-323 b,386.0,14.935,Neptune-like,2020,Transit,5.06,2.1
K2-324 b,446.0,15.222999999999999,Neptune-like,2020,Transit,6.48,2.387
K2-325 b,364.0,17.77,Neptune-like,2020,Transit,5.48,2.2
K2-326 b,921.0,15.982000000000001,Neptune-like,2020,Transit,5.82,2.233
K2-329 b,761.0,12.697000000000001,Gas Giant,2020,Transit,82.6358,8.514
K2-32 b,514.0,12.304,Neptune-like,2016,Transit,15.0,5.202999999999999
K2-32 c,514.0,12.304,Neptune-like,2016,Transit,8.1,3.08
K2-32 d,514.0,12.304,Neptune-like,2016,Transit,6.7,3.421
K2-32 e,514.0,12.304,Super Earth,2019,Transit,2.1,1.212
K2-330 b,522.0,9.607999999999999,Neptune-like,2016,Transit,8.1,2.717
K2-331 b,690.0,11.305,Super Earth,2021,Transit,3.86,1.79
K2-331 c,690.0,11.305,Neptune-like,2018,Transit,7.85,2.673
K2-333 b,1122.0,12.073,Neptune-like,2018,Transit,31.6,6.061000000000001
K2-334 b,1213.0,11.842,Neptune-like,2018,Transit,27.2,5.5440000000000005
K2-335 b,1820.0,12.556,Neptune-like,2016,Transit,5.52,2.21
K2-336 b,781.0,12.802999999999999,Super Earth,2016,Transit,1.98,1.22
K2-337 b,1375.0,12.385,Neptune-like,2016,Transit,7.37,2.574
K2-338 b,512.0,13.322000000000001,Super Earth,2016,Transit,1.08,1.03
K2-339 b,1175.0,14.487,Super Earth,2019,Transit,4.35,1.92
K2-33 b,454.0,15.838,Neptune-like,2016,Transit,1175.971,4.95
K2-340 b,2408.0,14.427999999999999,Neptune-like,2016,Transit,11.2,3.3
K2-341 b,1375.0,12.725,Neptune-like,2018,Transit,10.4,3.1460000000000004
K2-342 b,680.0,11.338,Super Earth,2018,Transit,4.78,2.03
K2-343 b,542.0,16.01,Super Earth,2019,Transit,3.36,1.65
K2-343 c,542.0,16.01,Super Earth,2018,Transit,4.74,2.02
K2-344 b,245.0,13.423,Super Earth,2018,Transit,3.15,1.59
K2-345 b,530.0,15.72,Neptune-like,2016,Transit,5.1,2.11
K2-346 b,344.0,11.902999999999999,Neptune-like,2016,Transit,5.73,2.222
K2-347 b,1045.0,15.15,Neptune-like,2016,Transit,6.39,2.3649999999999998
K2-348 b,658.0,12.572000000000001,Neptune-like,2018,Transit,10.7,3.2010000000000005
K2-348 c,658.0,12.572000000000001,Neptune-like,2018,Transit,7.61,2.6180000000000003
K2-349 b,1480.0,14.585,Super Earth,2016,Transit,2.48,1.38
K2-34 b,1137.0,11.447000000000001,Gas Giant,2016,Transit,539.67534,13.497000000000002
K2-350 b,1596.0,13.449000000000002,Super Earth,2021,Transit,2.99,1.54
K2-350 c,1596.0,13.449000000000002,Neptune-like,2016,Transit,7.95,2.684
K2-351 b,2266.0,14.195,Neptune-like,2016,Transit,6.99,2.497
K2-352 b,574.0,11.125,Super Earth,2021,Transit,2.45,1.37
K2-352 c,574.0,11.125,Super Earth,2018,Transit,4.35,1.92
K2-352 d,574.0,11.125,Neptune-like,2018,Transit,5.6,2.23
K2-353 b,876.0,12.337,Neptune-like,2021,Transit,26.3,5.445
K2-354 b,299.0,15.296,Super Earth,2016,Transit,3.05,1.56
K2-355 b,1633.0,13.707,Neptune-like,2021,Transit,5.69,2.2110000000000003
K2-356 b,1160.0,13.267999999999999,Neptune-like,2021,Transit,5.86,2.2439999999999998
K2-357 b,1689.0,13.748,Neptune-like,2021,Transit,13.4,3.652
K2-358 b,1567.0,13.699000000000002,Neptune-like,2021,Transit,7.65,2.629
K2-35 b,824.0,14.165999999999999,Super Earth,2016,Transit,2.3,1.32
K2-35 c,824.0,14.165999999999999,Super Earth,2016,Transit,4.38,1.93
K2-365 b,611.0,11.372,Neptune-like,2022,Transit,8.78,2.849
K2-366 b,607.0,12.636,Neptune-like,2022,Transit,6.16,2.31
K2-367 b,577.0,13.794,Neptune-like,2022,Transit,6.41,2.3649999999999998
K2-368 b,674.0,13.581,Super Earth,2022,Transit,2.34,1.3319999999999999
K2-368 c,674.0,13.581,Super Earth,2022,Transit,2.42,1.361
K2-368 d,674.0,13.581,Super Earth,2022,Transit,4.45,1.9480000000000002
K2-369 b,605.0,11.789000000000001,Super Earth,2022,Transit,2.28,1.3130000000000002
K2-36 b,358.0,11.725999999999999,Super Earth,2016,Transit,3.9,1.43
K2-36 c,358.0,11.725999999999999,Neptune-like,2016,Transit,7.8,3.0580000000000003
K2-370 b,470.0,11.109000000000002,Neptune-like,2022,Transit,10.4,3.1460000000000004
K2-372 b,1513.0,13.589,Neptune-like,2022,Transit,8.98,2.8930000000000002
K2-373 b,749.0,10.47,Super Earth,2022,Transit,4.9,2.061
K2-374 b,1172.0,12.783,Super Earth,2022,Transit,3.16,1.5930000000000002
K2-374 c,1172.0,12.783,Neptune-like,2022,Transit,5.53,2.213
K2-375 b,2271.0,13.164000000000001,Neptune-like,2022,Transit,5.66,2.2
K2-376 b,527.0,10.415,Super Earth,2022,Transit,3.66,1.736
K2-377 b,637.0,14.107000000000001,Super Earth,2022,Transit,3.51,1.693
K2-378 b,2244.0,16.029,Neptune-like,2022,Transit,8.65,2.827
K2-379 b,594.0,13.265,Neptune-like,2022,Transit,5.4,2.181
K2-37 b,587.0,12.573,Super Earth,2016,Transit,3.22,1.61
K2-37 c,587.0,12.573,Neptune-like,2016,Transit,8.0,2.695
K2-37 d,587.0,12.573,Neptune-like,2016,Transit,7.9,2.684
K2-380 b,813.0,11.687999999999999,Neptune-like,2022,Transit,7.89,2.673
K2-381 b,475.0,12.883,Super Earth,2022,Transit,1.26,1.075
K2-381 c,475.0,12.883,Super Earth,2022,Transit,4.66,2.0
K2-381 d,475.0,12.883,Super Earth,2022,Transit,3.5,1.689
K2-382 b,908.0,12.977,Super Earth,2022,Transit,4.95,2.072
K2-383 b,665.0,12.689,Super Earth,2022,Transit,3.07,1.564
K2-384 b,270.0,16.12,Super Earth,2022,Transit,1.26,1.0759999999999998
K2-384 c,270.0,16.12,Super Earth,2022,Transit,1.82,1.1909999999999998
K2-384 d,270.0,16.12,Super Earth,2022,Transit,2.52,1.392
K2-384 e,270.0,16.12,Super Earth,2022,Transit,2.37,1.345
K2-384 f,270.0,16.12,Neptune-like,2022,Transit,5.57,2.222
K2-385 b,1373.0,14.645,Super Earth,2022,Transit,2.98,1.5390000000000001
K2-386 b,1399.0,13.241,Neptune-like,2022,Transit,5.99,2.2769999999999997
K2-387 b,869.0,16.147000000000002,Gas Giant,2022,Transit,42.27139,7.183
K2-388 b,948.0,12.860999999999999,Neptune-like,2022,Transit,13.0,3.597
K2-389 b,846.0,11.827,Neptune-like,2022,Transit,5.41,2.184
K2-389 c,846.0,11.827,Super Earth,2022,Transit,4.82,2.04
K2-38 b,629.0,11.344000000000001,Super Earth,2016,Transit,7.3,1.54
K2-38 c,629.0,11.344000000000001,Super Earth,2016,Transit,8.3,2.2439999999999998
K2-390 b,1488.0,13.610999999999999,Neptune-like,2022,Transit,19.6,4.5760000000000005
K2-391 b,1657.0,12.527000000000001,Super Earth,2022,Transit,2.45,1.371
K2-392 b,1328.0,12.922,Super Earth,2022,Transit,4.08,1.85
K2-393 b,867.0,11.84,Neptune-like,2022,Transit,6.13,2.31
K2-394 b,320.0,12.767999999999999,Super Earth,2022,Transit,3.51,1.692
K2-395 b,935.0,15.130999999999998,Neptune-like,2022,Transit,7.26,2.5519999999999996
K2-395 c,935.0,15.130999999999998,Neptune-like,2022,Transit,11.4,3.3329999999999997
K2-396 b,897.0,13.32,Super Earth,2022,Transit,3.12,1.579
K2-396 c,897.0,13.32,Neptune-like,2022,Transit,9.93,3.0689999999999995
K2-397 b,650.0,11.865,Neptune-like,2022,Transit,6.42,2.3760000000000003
K2-398 b,1980.0,13.287,Neptune-like,2022,Transit,5.79,2.233
K2-398 c,1980.0,13.287,Neptune-like,2022,Transit,22.8,5.005
K2-399 b,1682.0,12.478,Neptune-like,2022,Transit,30.5,5.94
K2-39 b,1003.0,10.831,Neptune-like,2016,Transit,28.6047,6.16
K2-3 b,144.0,12.168,Super Earth,2015,Transit,6.48,1.98
K2-3 c,144.0,12.168,Super Earth,2015,Transit,2.14,1.56
K2-3 d,144.0,12.168,Super Earth,2015,Transit,2.8000700000000003,1.53
K2-400 b,203.0,15.107999999999999,Super Earth,2022,Transit,1.67,1.163
K2-401 b,655.0,14.014000000000001,Neptune-like,2022,Transit,5.74,2.222
K2-402 b,1706.0,13.032,Neptune-like,2022,Transit,7.65,2.629
K2-403 b,804.0,12.305,Neptune-like,2022,Transit,24.6,5.236000000000001
K2-404 b,397.0,14.622,Neptune-like,2022,Transit,6.94,2.486
K2-405 b,643.0,12.815999999999999,Neptune-like,2022,Transit,18.9,4.4879999999999995
K2-406 b,278.0,9.465,Neptune-like,2022,Transit,19.2,4.521000000000001
K2-407 b,712.0,11.969000000000001,Super Earth,2022,Transit,2.19,1.2830000000000001
K2-407 c,712.0,11.969000000000001,Super Earth,2022,Transit,2.42,1.36
K2-408 b,529.0,12.056,Super Earth,2022,Transit,3.45,1.6769999999999998
K2-409 b,1406.0,12.902000000000001,Neptune-like,2022,Transit,6.72,2.431
K2-411 b,973.0,12.27,Terrestrial,2022,Transit,0.937,0.99
K2-412 b,2134.0,15.745999999999999,Neptune-like,2022,Transit,5.13,2.116
K2-413 b,930.0,15.013,Terrestrial,2022,Transit,0.363,0.76
K2-413 c,930.0,15.013,Super Earth,2022,Transit,2.05,1.2329999999999999
K2-414 b,848.0,14.289000000000001,Super Earth,2022,Transit,1.98,1.219
K2-414 c,848.0,14.289000000000001,Super Earth,2022,Transit,4.38,1.929
K2-42 b,1295.0,15.005999999999998,Neptune-like,2016,Transit,5.27,2.15
K2-43 b,595.0,15.748,Neptune-like,2016,Transit,18.5,4.422000000000001
K2-43 c,595.0,15.748,Neptune-like,2019,Transit,6.44,2.3760000000000003
K2-44 b,1555.0,12.27,Neptune-like,2016,Transit,6.5,2.387
K2-45 b,1616.0,15.745999999999999,Neptune-like,2016,Transit,36.4,6.5889999999999995
K2-46 b,1465.0,12.144,Super Earth,2016,Transit,4.86,2.05
K2-47 b,1141.0,14.065,Super Earth,2016,Transit,4.23,1.89
K2-48 b,1023.0,14.345,Neptune-like,2016,Transit,5.65,2.2
K2-49 b,1491.0,15.668,Super Earth,2016,Transit,4.38,1.93
K2-4 b,756.0,14.855,Neptune-like,2015,Transit,5.06,2.1
K2-50 b,840.0,14.705,Super Earth,2016,Transit,3.15,1.59
K2-52 b,3387.0,15.93,Gas Giant,2016,Transit,45767.52,17.665999999999997
K2-53 b,450.0,12.634,Neptune-like,2016,Transit,7.27,2.5519999999999996
K2-54 b,571.0,14.542,Super Earth,2016,Transit,1.6,1.15
K2-55 b,520.0,13.519,Neptune-like,2016,Transit,14.0,3.7510000000000003
K2-57 b,862.0,14.414000000000001,Neptune-like,2016,Transit,5.06,2.1
K2-58 b,593.0,12.415,Neptune-like,2016,Transit,7.65,2.629
K2-58 c,593.0,12.415,Super Earth,2016,Transit,3.26,1.62
K2-58 d,593.0,12.415,Super Earth,2016,Transit,3.57,1.71
K2-59 b,1016.0,14.265999999999998,Neptune-like,2016,Transit,6.39,2.3649999999999998
K2-59 c,1016.0,14.265999999999998,Neptune-like,2016,Transit,5.9,2.255
K2-5 b,662.0,14.974,Super Earth,2015,Transit,4.31,1.91
K2-5 c,662.0,14.974,Neptune-like,2015,Transit,5.73,2.222
K2-60 b,1604.0,12.857000000000001,Gas Giant,2016,Transit,135.39558,7.512999999999999
K2-61 b,1323.0,13.173,Neptune-like,2016,Transit,6.71,2.431
K2-62 b,367.0,12.390999999999998,Neptune-like,2016,Transit,5.22,2.14
K2-62 c,367.0,12.390999999999998,Neptune-like,2016,Transit,5.22,2.14
K2-63 b,1688.0,12.98,Neptune-like,2016,Transit,10.5,3.1569999999999996
K2-63 c,1688.0,12.98,Neptune-like,2016,Transit,14.5,3.828
K2-64 b,1631.0,14.132,Super Earth,2016,Transit,4.94,2.07
K2-65 b,236.0,10.71,Super Earth,2016,Transit,3.12,1.58
K2-66 b,1676.0,11.71,Super Earth,2016,Transit,21.3,2.442
K2-68 b,550.0,12.987,Super Earth,2016,Transit,3.12,1.58
K2-69 b,589.0,16.024,Neptune-like,2016,Transit,5.99,2.2769999999999997
K2-6 b,1033.0,12.66,Neptune-like,2015,Transit,6.8,2.453
K2-70 b,760.0,13.074000000000002,Neptune-like,2016,Transit,8.7,2.838
K2-71 b,500.0,16.14,Neptune-like,2016,Transit,5.27,2.15
K2-72 b,217.0,15.37,Super Earth,2016,Transit,1.28,1.08
K2-72 c,217.0,15.37,Super Earth,2016,Transit,1.65,1.16
K2-72 d,217.0,15.37,Super Earth,2016,Transit,1.01,1.01
K2-72 e,217.0,15.37,Super Earth,2016,Transit,2.21,1.29
K2-73 b,878.0,11.345,Neptune-like,2016,Transit,6.57,2.409
K2-74 b,1232.0,12.715,Neptune-like,2016,Transit,5.95,2.266
K2-75 b,1833.0,12.802999999999999,Neptune-like,2016,Transit,7.61,2.6180000000000003
K2-75 c,1833.0,12.802999999999999,Neptune-like,2016,Transit,8.1,2.717
K2-77 b,462.0,12.224,Neptune-like,2016,Transit,603.877,2.255
K2-79 b,835.0,12.152000000000001,Neptune-like,2016,Transit,15.4,3.971
K2-7 b,2409.0,13.453,Neptune-like,2015,Transit,7.61,2.6180000000000003
K2-80 b,655.0,12.694,Super Earth,2016,Transit,4.7,2.01
K2-80 c,655.0,12.694,Super Earth,2016,Transit,2.76,1.47
K2-80 d,655.0,12.694,Neptune-like,2018,Transit,7.04,2.508
K2-81 b,823.0,14.314,Super Earth,2016,Transit,4.54,1.97
K2-83 b,409.0,14.522,Super Earth,2016,Transit,2.08,1.244
K2-83 c,409.0,14.522,Super Earth,2016,Transit,2.8,1.483
K2-84 b,929.0,13.386,Neptune-like,2016,Transit,6.39,2.3649999999999998
K2-84 c,929.0,13.386,Super Earth,2016,Transit,4.78,2.03
K2-85 b,317.0,12.415999999999999,Super Earth,2016,Transit,1.87,1.2
K2-86 b,844.0,13.040999999999999,Super Earth,2016,Transit,4.5,1.96
K2-87 b,1602.0,14.136,Gas Giant,2016,Transit,44.814029999999995,7.457999999999999
K2-88 b,361.0,15.523,Super Earth,2016,Transit,2.04,1.23
K2-89 b,281.0,14.162,Terrestrial,2016,Transit,0.17,0.615
K2-8 b,1316.0,14.800999999999998,Neptune-like,2015,Transit,12.5,3.509
K2-8 c,1316.0,14.800999999999998,Neptune-like,2016,Transit,6.39,2.3649999999999998
K2-90 b,438.0,13.707,Neptune-like,2016,Transit,7.27,2.5519999999999996
K2-90 c,438.0,13.707,Super Earth,2016,Transit,2.24,1.3
K2-91 b,204.0,15.622,Super Earth,2016,Transit,1.37,1.1
K2-95 b,587.0,17.236,Neptune-like,2016,Transit,11.0,3.2449999999999997
K2-97 b,2865.0,12.485999999999999,Gas Giant,2016,Transit,152.55839999999998,10.417000000000002
K2-98 b,1692.0,12.216,Neptune-like,2016,Transit,32.2,5.103999999999999
K2-99 b,1694.0,11.149000000000001,Gas Giant,2016,Transit,308.2951,11.506
K2-9 b,271.0,15.86,Neptune-like,2015,Transit,5.69,2.2110000000000003
Kappa Andromedae b,163.0,4.13791,Gas Giant,2012,Direct Imaging,4327.57328,12.100000000000001
Kappa Coronae Borealis b,98.0,4.79734,Gas Giant,2007,Radial Velocity,635.66,13.09
Kapteyn c,13.0,8.86,Neptune-like,2014,Radial Velocity,7.0,2.497
KELT-10 b,615.0,10.617,Gas Giant,2016,Transit,215.80657,15.389
KELT-11 b,323.0,8.04,Gas Giant,2017,Transit,54.34893,14.850000000000001
KELT-12 b,1201.0,10.585,Gas Giant,2017,Transit,301.9385,19.580000000000002
KELT-14 b,816.0,11.001,Gas Giant,2016,Transit,408.09371999999996,19.173000000000002
KELT-15 b,1059.0,11.39,Gas Giant,2016,Transit,416.3573,19.14
KELT-16 b,1450.0,11.717,Gas Giant,2017,Transit,874.0324999999999,15.565000000000001
KELT-17 b,739.0,9.234,Gas Giant,2016,Transit,416.3573,16.775
KELT-18 b,1048.0,10.16,Gas Giant,2017,Transit,375.03939999999994,17.27
KELT-19 A b,980.0,9.857000000000001,Gas Giant,2017,Transit,1293.5681,21.009999999999998
KELT-1 b,876.0,10.632,Gas Giant,2012,Transit,8654.5109,12.21
KELT-20 b,445.0,7.59,Gas Giant,2017,Transit,1074.90106,19.151
KELT-21 b,1536.0,10.484000000000002,Gas Giant,2018,Transit,1242.7153,17.445999999999998
KELT-23 A b,412.0,10.308,Gas Giant,2019,Transit,298.12453999999997,14.553000000000003
KELT-24 b,315.0,8.34,Gas Giant,2019,Transit,1646.3593999999998,13.992
KELT-2 A b,437.0,8.68,Gas Giant,2012,Transit,540.3109999999999,14.850000000000001
KELT-3 b,686.0,9.816,Gas Giant,2013,Transit,616.5902,17.16
KELT-4 A b,711.0,9.98,Gas Giant,2016,Transit,286.68266,18.689
KELT-6 b,785.0,10.370999999999999,Gas Giant,2014,Transit,165.2716,14.3
KELT-6 c,785.0,10.370999999999999,Gas Giant,2015,Radial Velocity,1179.1493,12.76
KELT-7 b,446.0,8.56,Gas Giant,2015,Transit,441.78369999999995,17.6
KELT-8 b,644.0,10.845,Gas Giant,2015,Transit,209.7678,17.82
KELT-9 b,667.0,7.55,Gas Giant,2017,Transit,915.3503999999999,20.801000000000002
Kepler-1000 b,3639.0,13.23,Neptune-like,2016,Transit,20.3,4.675
Kepler-1001 b,3030.0,15.582,Neptune-like,2016,Transit,10.1,3.091
Kepler-1001 c,3030.0,15.582,Super Earth,2020,Transit,3.11,1.578
Kepler-1002 b,1332.0,11.821,Super Earth,2016,Transit,3.57,1.71
Kepler-1003 b,3072.0,14.132,Super Earth,2016,Transit,3.82,1.78
Kepler-1004 b,3760.0,13.705,Neptune-like,2016,Transit,32.5,6.16
Kepler-1005 b,1852.0,13.370999999999999,Super Earth,2016,Transit,2.86,1.5
Kepler-1006 b,3529.0,14.467,Super Earth,2016,Transit,2.99,1.54
Kepler-1007 b,1191.0,14.981,Super Earth,2016,Transit,2.67,1.44
Kepler-1008 b,922.0,13.59,Super Earth,2016,Transit,2.18,1.28
Kepler-1009 b,1158.0,15.758,Neptune-like,2016,Transit,5.35,2.17
Kepler-100 b,994.0,11.055,Super Earth,2014,Transit,7.34,1.32
Kepler-100 c,994.0,11.055,Neptune-like,2014,Transit,7.05,2.2
Kepler-100 d,994.0,11.055,Super Earth,2014,Transit,3.0,1.61
Kepler-1010 b,1890.0,14.964,Neptune-like,2016,Transit,5.99,2.2769999999999997
Kepler-1011 b,2403.0,15.294,Neptune-like,2016,Transit,8.6,2.816
Kepler-1012 b,1341.0,13.485999999999999,Super Earth,2016,Transit,2.21,1.29
Kepler-1013 b,1377.0,14.562999999999999,Neptune-like,2016,Transit,5.27,2.15
Kepler-1014 b,2038.0,14.866,Neptune-like,2016,Transit,6.3,2.343
Kepler-1015 b,2412.0,12.825,Neptune-like,2016,Transit,12.3,3.487
Kepler-1016 b,4576.0,15.530999999999999,Neptune-like,2016,Transit,5.39,2.18
Kepler-1016 c,4576.0,15.530999999999999,Neptune-like,2016,Transit,13.1,3.6079999999999997
Kepler-1017 b,1801.0,14.315,Super Earth,2016,Transit,4.62,1.99
Kepler-1018 b,3295.0,15.103,Neptune-like,2016,Transit,7.18,2.5300000000000002
Kepler-1019 b,633.0,13.882,Super Earth,2016,Transit,2.73,1.46
Kepler-101 b,3027.0,13.7,Gas Giant,2014,Transit,50.8528,5.61
Kepler-101 c,3027.0,13.7,Super Earth,2014,Transit,3.78,1.25
Kepler-1020 b,1355.0,14.210999999999999,Neptune-like,2016,Transit,5.82,2.233
Kepler-1021 b,2642.0,15.207,Neptune-like,2016,Transit,6.04,2.2880000000000003
Kepler-1022 b,1370.0,15.758,Neptune-like,2016,Transit,6.17,2.321
Kepler-1023 b,2264.0,14.7121,Neptune-like,2016,Transit,7.41,2.585
Kepler-1024 b,3547.0,16.272000000000002,Neptune-like,2016,Transit,14.5,3.8389999999999995
Kepler-1025 b,2622.0,13.695,Super Earth,2016,Transit,4.58,1.98
Kepler-1026 b,1146.0,14.463,Neptune-like,2016,Transit,5.52,2.21
Kepler-1027 b,1321.0,12.994000000000002,Terrestrial,2016,Transit,0.64,0.89
Kepler-1028 b,1983.0,14.610999999999999,Super Earth,2016,Transit,2.33,1.33
Kepler-1029 b,1196.0,14.434000000000001,Super Earth,2016,Transit,2.13,1.26
Kepler-102 b,352.0,12.072000000000001,Terrestrial,2014,Transit,4.3,0.47
Kepler-102 c,352.0,12.072000000000001,Terrestrial,2014,Transit,3.0,0.58
Kepler-102 d,352.0,12.072000000000001,Super Earth,2014,Transit,3.8,1.18
Kepler-102 e,352.0,12.072000000000001,Super Earth,2013,Transit,8.93,2.22
Kepler-102 f,352.0,12.072000000000001,Terrestrial,2014,Transit,5.2,0.88
Kepler-1030 b,2475.0,16.003,Neptune-like,2016,Transit,6.71,2.431
Kepler-1031 b,2228.0,13.877,Terrestrial,2016,Transit,0.59,0.87
Kepler-1032 b,2195.0,16.007,Super Earth,2016,Transit,4.16,1.87
Kepler-1033 b,4748.0,16.186,Neptune-like,2016,Transit,6.85,2.4639999999999995
Kepler-1034 b,2135.0,15.269,Neptune-like,2016,Transit,5.73,2.222
Kepler-1035 b,1834.0,13.097000000000001,Super Earth,2016,Transit,1.71,1.17
Kepler-1036 b,1597.0,13.87,Neptune-like,2016,Transit,9.32,2.9589999999999996
Kepler-1037 b,1458.0,14.475,Super Earth,2016,Transit,2.18,1.28
Kepler-1038 b,1905.0,15.03,Neptune-like,2016,Transit,12.2,3.465
Kepler-1038 c,1905.0,15.03,Super Earth,2021,Transit,2.59,1.416
Kepler-1039 b,1001.0,14.437999999999999,Super Earth,2016,Transit,2.73,1.46
Kepler-103 b,1614.0,11.883,Neptune-like,2014,Transit,9.7,3.311
Kepler-103 c,1614.0,11.883,Neptune-like,2014,Transit,36.1,5.0489999999999995
Kepler-1040 b,1573.0,13.614,Super Earth,2016,Transit,4.98,2.08
Kepler-1041 b,4847.0,14.575999999999999,Neptune-like,2016,Transit,8.96,2.882
Kepler-1042 b,2150.0,16.004,Neptune-like,2016,Transit,5.43,2.19
Kepler-1043 b,2947.0,14.949000000000002,Neptune-like,2016,Transit,7.04,2.497
Kepler-1044 b,4172.0,15.478,Neptune-like,2016,Transit,7.61,2.6180000000000003
Kepler-1045 b,3074.0,15.879000000000001,Neptune-like,2016,Transit,7.7,2.6399999999999997
Kepler-1046 b,2354.0,13.347000000000001,Super Earth,2016,Transit,3.57,1.71
Kepler-1047 b,2667.0,13.46,Super Earth,2016,Transit,5.02,2.09
Kepler-1047 c,2667.0,13.46,Terrestrial,2016,Transit,0.937,0.99
Kepler-1048 b,1814.0,15.138,Super Earth,2016,Transit,3.22,1.61
Kepler-1049 b,528.0,14.695,Terrestrial,2016,Transit,0.809,0.95
Kepler-104 b,1307.0,12.697000000000001,Super Earth,2014,Transit,19.6,3.0469999999999997
